"member_id","loan_amnt","funded_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","grade"
66255252,10000,10000,"36 months",7.26,"5 years","MORTGAGE",140000,"Not Verified","Current","home_improvement","A"
54006570,6400,6400,"36 months",5.32,"6 years","RENT",35500,"Not Verified","Current","debt_consolidation","A"
41318843,16000,16000,"60 months",18.54,"7 years","MORTGAGE",56000,"Source Verified","Current","debt_consolidation","E"
31336967,20000,20000,"60 months",19.52,"10+ years","MORTGAGE",74000,"Source Verified","Fully Paid","debt_consolidation","E"
11508400,18000,18000,"36 months",19.97,"< 1 year","RENT",82000,"Source Verified","Fully Paid","other","D"
60718281,3000,3000,"36 months",12.29,"10+ years","RENT",55000,"Source Verified","Current","debt_consolidation","C"
54726300,5000,5000,"36 months",7.89,"< 1 year","RENT",40000,"Source Verified","Current","debt_consolidation","A"
8096987,13200,13200,"36 months",10.64,"5 years","RENT",70000,"Source Verified","Current","credit_card","B"
901815,5500,5500,"36 months",5.42,"n/a","OWN",36000,"Not Verified","Fully Paid","debt_consolidation","A"
49715978,21000,21000,"36 months",7.89,"10+ years","RENT",114000,"Verified","Current","debt_consolidation","A"
26348507,6500,6500,"36 months",10.15,"< 1 year","RENT",29088,"Source Verified","Current","credit_card","B"
14530260,18000,18000,"36 months",11.99,"8 years","MORTGAGE",118000,"Source Verified","Fully Paid","credit_card","B"
54300001,10500,10500,"36 months",16.55,"8 years","OWN",37200,"Verified","Fully Paid","debt_consolidation","D"
42063500,35000,35000,"36 months",14.31,"10+ years","MORTGAGE",150000,"Source Verified","Charged Off","debt_consolidation","C"
9406918,16000,16000,"60 months",17.1,"3 years","MORTGAGE",70000,"Source Verified","Current","home_improvement","C"
21178722,10000,10000,"36 months",12.49,"< 1 year","RENT",50000,"Not Verified","Current","major_purchase","B"
31716693,18000,18000,"60 months",16.99,"< 1 year","MORTGAGE",77000,"Source Verified","Current","debt_consolidation","D"
55247741,14400,14400,"60 months",14.65,"10+ years","MORTGAGE",54000,"Source Verified","Fully Paid","credit_card","C"
49860592,35000,35000,"36 months",19.52,"5 years","MORTGAGE",2e+05,"Verified","Current","debt_consolidation","E"
43306561,20000,20000,"36 months",11.99,"5 years","MORTGAGE",111000,"Source Verified","In Grace Period","debt_consolidation","B"
6546750,27000,27000,"60 months",19.05,"10+ years","MORTGAGE",75000,"Verified","Fully Paid","debt_consolidation","D"
47023026,16475,16475,"60 months",14.65,"10+ years","MORTGAGE",45000,"Not Verified","Current","debt_consolidation","C"
64814907,28000,28000,"36 months",7.26,"6 years","RENT",90000,"Source Verified","Current","credit_card","A"
67689916,8000,8000,"36 months",12.69,"4 years","RENT",1e+05,"Not Verified","Current","credit_card","C"
1824658,7200,7200,"36 months",12.12,"1 year","OWN",38500,"Not Verified","Fully Paid","debt_consolidation","B"
1539112,15000,15000,"36 months",17.27,"10+ years","MORTGAGE",63500,"Source Verified","Fully Paid","debt_consolidation","D"
43021878,27275,27275,"60 months",8.19,"2 years","RENT",250000,"Source Verified","Current","debt_consolidation","A"
43356760,9000,9000,"36 months",12.39,"5 years","MORTGAGE",63000,"Source Verified","Fully Paid","credit_card","C"
72167267,30000,30000,"36 months",7.26,"4 years","MORTGAGE",3e+05,"Verified","Current","major_purchase","A"
1056278,4000,4000,"36 months",15.62,"3 years","MORTGAGE",60000,"Source Verified","Charged Off","debt_consolidation","D"
58104786,9000,9000,"36 months",18.25,"9 years","MORTGAGE",53000,"Source Verified","Current","debt_consolidation","E"
4859727,12000,12000,"36 months",7.62,"10+ years","MORTGAGE",80000,"Not Verified","Fully Paid","debt_consolidation","A"
31507234,31575,31575,"36 months",14.49,"3 years","RENT",210000,"Verified","Current","debt_consolidation","C"
53263164,20000,20000,"60 months",10.99,"5 years","MORTGAGE",64000,"Source Verified","Current","credit_card","B"
24284168,11875,11875,"60 months",13.98,"10+ years","RENT",44000,"Verified","Current","debt_consolidation","C"
8739329,10000,10000,"60 months",22.2,"8 years","RENT",47863,"Verified","Current","debt_consolidation","E"
53232889,15000,15000,"36 months",9.99,"9 years","RENT",59500,"Source Verified","Current","debt_consolidation","B"
7306958,10000,10000,"36 months",15.8,"6 years","MORTGAGE",50000,"Not Verified","Current","credit_card","C"
52185250,6025,6025,"36 months",12.29,"4 years","RENT",40000,"Not Verified","Fully Paid","debt_consolidation","C"
58651756,9000,9000,"36 months",12.69,"8 years","RENT",40000,"Not Verified","Current","debt_consolidation","C"
43985084,26000,26000,"36 months",5.93,"2 years","OWN",105000,"Source Verified","Current","debt_consolidation","A"
35003780,10200,10200,"36 months",11.67,"n/a","MORTGAGE",41000,"Verified","Current","credit_card","B"
22220205,25000,25000,"36 months",10.99,"< 1 year","MORTGAGE",65000,"Source Verified","Current","credit_card","B"
7641008,5400,5400,"36 months",15.22,"2 years","RENT",29000,"Not Verified","Charged Off","debt_consolidation","C"
73293613,17000,17000,"60 months",14.85,"10+ years","RENT",75000,"Not Verified","Issued","debt_consolidation","C"
62543805,12525,12525,"36 months",15.61,"1 year","RENT",40830.4,"Source Verified","Current","credit_card","D"
71230024,12825,12825,"36 months",12.59,"10+ years","MORTGAGE",40000,"Verified","Current","credit_card","C"
17421960,12225,12225,"60 months",19.47,"10+ years","OWN",70000,"Source Verified","Charged Off","debt_consolidation","D"
58791278,17625,17625,"36 months",16.55,"1 year","MORTGAGE",42000,"Not Verified","Current","debt_consolidation","D"
28692330,3000,3000,"36 months",23.43,"10+ years","MORTGAGE",60000,"Not Verified","Current","house","F"
42114101,6500,6500,"36 months",13.66,"2 years","RENT",75000,"Source Verified","Current","credit_card","C"
34321272,15200,15200,"36 months",11.99,"3 years","MORTGAGE",65000,"Not Verified","Current","debt_consolidation","B"
42343137,10000,10000,"36 months",14.99,"n/a","MORTGAGE",54725,"Verified","Current","debt_consolidation","C"
31117681,17000,17000,"36 months",12.49,"4 years","RENT",45000,"Source Verified","Current","credit_card","B"
72016180,3000,3000,"36 months",13.67,"< 1 year","MORTGAGE",56000,"Verified","Current","debt_consolidation","C"
42842778,17000,17000,"36 months",11.53,"5 years","MORTGAGE",40000,"Source Verified","Current","debt_consolidation","B"
41262530,30000,30000,"60 months",17.86,"3 years","MORTGAGE",115000,"Verified","Current","debt_consolidation","D"
46232765,20000,20000,"60 months",13.33,"< 1 year","MORTGAGE",50000,"Source Verified","Current","debt_consolidation","C"
33930829,20400,20400,"60 months",10.15,"10+ years","RENT",98000,"Verified","Fully Paid","debt_consolidation","B"
45881260,10000,10000,"60 months",12.29,"3 years","RENT",65000,"Not Verified","Current","credit_card","C"
1908910,6400,6400,"36 months",12.12,"3 years","RENT",95000,"Not Verified","Fully Paid","debt_consolidation","B"
40394867,28000,28000,"60 months",10.49,"4 years","MORTGAGE",138000,"Source Verified","Current","credit_card","B"
27669567,16000,16000,"36 months",7.12,"< 1 year","MORTGAGE",64000,"Verified","Current","credit_card","A"
1506745,10800,10800,"36 months",17.27,"2 years","RENT",87000,"Source Verified","Fully Paid","debt_consolidation","D"
61475165,8800,8800,"36 months",6.89,"10+ years","MORTGAGE",72000,"Verified","Current","credit_card","A"
41231405,11500,11500,"36 months",8.19,"10+ years","MORTGAGE",79000,"Not Verified","Current","credit_card","A"
33088800,10000,10000,"36 months",12.49,"10+ years","OWN",245000,"Source Verified","Current","debt_consolidation","B"
38860435,2500,2500,"36 months",15.59,"6 years","MORTGAGE",36000,"Not Verified","Current","car","D"
16991551,5500,5500,"36 months",14.49,"10+ years","MORTGAGE",68000,"Not Verified","Current","home_improvement","C"
55719055,25675,25675,"60 months",12.29,"7 years","MORTGAGE",74000,"Source Verified","Fully Paid","debt_consolidation","C"
62960780,25000,25000,"36 months",10.99,"10+ years","RENT",75000,"Source Verified","Current","credit_card","B"
15909863,6575,6575,"36 months",15.31,"7 years","RENT",55000,"Source Verified","Fully Paid","home_improvement","C"
2127135,35000,35000,"36 months",18.75,"10+ years","RENT",94000,"Verified","Fully Paid","debt_consolidation","D"
37346781,21000,21000,"60 months",11.44,"7 years","MORTGAGE",154000,"Source Verified","In Grace Period","debt_consolidation","B"
58104955,25000,25000,"36 months",13.33,"7 years","MORTGAGE",90000,"Source Verified","Current","debt_consolidation","C"
67751056,35000,35000,"36 months",12.69,"10+ years","MORTGAGE",73000,"Source Verified","Current","credit_card","C"
32978601,11975,11975,"60 months",20.99,"10+ years","MORTGAGE",65000,"Source Verified","Current","other","E"
19185176,5000,5000,"36 months",11.67,"10+ years","RENT",54000,"Not Verified","Current","debt_consolidation","B"
1661252,24500,24500,"36 months",7.62,"6 years","OWN",116500,"Verified","Fully Paid","debt_consolidation","A"
65588109,30000,30000,"60 months",13.33,"1 year","MORTGAGE",70000,"Verified","Current","debt_consolidation","C"
30455137,7000,7000,"36 months",12.99,"2 years","MORTGAGE",65000,"Source Verified","Fully Paid","debt_consolidation","C"
59270000,20000,20000,"36 months",8.18,"10+ years","OWN",89678,"Source Verified","Current","debt_consolidation","B"
8438392,32400,32400,"60 months",24.08,"10+ years","MORTGAGE",156750,"Verified","Current","credit_card","F"
1844251,7000,7000,"36 months",7.9,"5 years","RENT",28800,"Not Verified","Fully Paid","credit_card","A"
14589060,7400,7400,"36 months",7.9,"7 years","MORTGAGE",78000,"Source Verified","Current","debt_consolidation","A"
7777136,16650,16650,"36 months",13.68,"6 years","OWN",45500,"Verified","Fully Paid","debt_consolidation","C"
1721577,12000,12000,"36 months",13.53,"4 years","MORTGAGE",59000,"Not Verified","Current","credit_card","B"
55346209,30000,30000,"36 months",6.89,"10+ years","MORTGAGE",220000,"Source Verified","Current","debt_consolidation","A"
49604577,35000,35000,"60 months",14.65,"10+ years","MORTGAGE",100785,"Verified","Current","debt_consolidation","C"
14689552,23000,23000,"60 months",15.61,"10+ years","MORTGAGE",95000,"Verified","Current","credit_card","C"
31147909,12800,12800,"60 months",8.39,"2 years","RENT",68000,"Source Verified","Current","debt_consolidation","A"
54896499,19000,19000,"36 months",10.99,"n/a","MORTGAGE",44000,"Verified","Current","credit_card","B"
38983147,5525,5525,"36 months",21.99,"3 years","OWN",34000,"Verified","Fully Paid","other","E"
9341604,1200,1200,"36 months",19.2,"6 years","RENT",35000,"Not Verified","Fully Paid","major_purchase","D"
2546980,6250,6250,"36 months",14.09,"5 years","RENT",23612,"Verified","Charged Off","credit_card","B"
15218223,13200,13200,"60 months",9.17,"8 years","MORTGAGE",115000,"Not Verified","Current","debt_consolidation","B"
5886897,10575,10575,"60 months",15.1,"7 years","RENT",51168,"Verified","Fully Paid","house","C"
14960865,7200,7200,"36 months",8.9,"5 years","RENT",50000,"Source Verified","Current","debt_consolidation","A"
6778275,15000,15000,"36 months",8.9,"n/a","OWN",50000,"Verified","Current","debt_consolidation","A"
67139591,5000,5000,"36 months",5.32,"10+ years","MORTGAGE",130000,"Verified","Current","credit_card","A"
50468836,11000,11000,"60 months",8.18,"3 years","RENT",50000,"Verified","Current","debt_consolidation","B"
28741707,12000,12000,"36 months",12.99,"2 years","RENT",45000,"Source Verified","Current","credit_card","C"
60647743,11200,11200,"60 months",14.65,"10+ years","OWN",54000,"Verified","Fully Paid","debt_consolidation","C"
70619955,5000,5000,"36 months",9.76,"8 years","MORTGAGE",175000,"Not Verified","Current","home_improvement","B"
11928629,15000,15000,"36 months",14.98,"7 years","RENT",62420.8,"Not Verified","Fully Paid","debt_consolidation","C"
66652453,12000,12000,"36 months",10.99,"3 years","MORTGAGE",70000,"Verified","Current","debt_consolidation","B"
40512949,32000,32000,"60 months",14.31,"3 years","RENT",172000,"Verified","Current","debt_consolidation","C"
60637819,3500,3500,"36 months",15.61,"3 years","RENT",37000,"Verified","Current","other","D"
14297070,28000,28000,"36 months",15.31,"10+ years","MORTGAGE",190000,"Source Verified","Current","debt_consolidation","C"
64946308,10000,10000,"36 months",13.33,"10+ years","MORTGAGE",52000,"Not Verified","Current","debt_consolidation","C"
61231314,14400,14400,"36 months",12.69,"10+ years","MORTGAGE",80000,"Verified","Current","debt_consolidation","C"
49673928,24250,24250,"60 months",25.57,"10+ years","MORTGAGE",83000,"Verified","Current","debt_consolidation","F"
3639152,28000,28000,"36 months",10.16,"n/a","MORTGAGE",107028,"Source Verified","Fully Paid","debt_consolidation","B"
13197103,18000,18000,"36 months",8.9,"9 years","MORTGAGE",43200,"Verified","Fully Paid","debt_consolidation","A"
57135202,17975,17975,"60 months",15.61,"10+ years","OWN",60000,"Verified","Current","debt_consolidation","D"
1351901,30000,30000,"60 months",15.96,"9 years","RENT",62000,"Verified","Current","debt_consolidation","C"
55297291,16000,16000,"36 months",5.32,"7 years","MORTGAGE",75000,"Verified","Current","credit_card","A"
21949508,15600,15600,"60 months",22.15,"10+ years","MORTGAGE",72000,"Source Verified","Current","debt_consolidation","E"
70448842,10000,10000,"60 months",12.59,"8 years","RENT",93000,"Source Verified","Current","debt_consolidation","C"
1588612,5000,5000,"36 months",7.62,"8 years","RENT",45000,"Not Verified","Fully Paid","other","A"
72080453,12000,12000,"60 months",9.17,"10+ years","MORTGAGE",68000,"Not Verified","Issued","credit_card","B"
66512884,4000,4000,"36 months",11.53,"7 years","OWN",28000,"Verified","Current","debt_consolidation","B"
46992345,18350,18350,"36 months",12.29,"6 years","MORTGAGE",68000,"Not Verified","Current","debt_consolidation","C"
65450695,9000,9000,"36 months",9.99,"2 years","RENT",40000,"Source Verified","Current","credit_card","B"
45402382,8000,8000,"36 months",6.39,"10+ years","MORTGAGE",75000,"Not Verified","Current","debt_consolidation","A"
45439891,14000,14000,"36 months",10.99,"< 1 year","MORTGAGE",65000,"Not Verified","Current","debt_consolidation","B"
63027037,15000,15000,"36 months",11.53,"< 1 year","RENT",107000,"Not Verified","Current","debt_consolidation","B"
8477404,10000,10000,"36 months",11.55,"10+ years","OWN",62700,"Source Verified","Current","credit_card","B"
1494968,3000,3000,"36 months",13.99,"7 years","RENT",19200,"Source Verified","Fully Paid","debt_consolidation","C"
46386856,2200,2200,"36 months",13.99,"< 1 year","OWN",22000,"Not Verified","Current","credit_card","C"
70388329,22000,22000,"60 months",15.41,"n/a","RENT",50000,"Verified","Current","debt_consolidation","D"
2733475,15000,15000,"36 months",12.12,"1 year","RENT",40000,"Verified","Fully Paid","credit_card","B"
43914835,3200,3200,"36 months",10.99,"10+ years","MORTGAGE",34000,"Not Verified","Current","credit_card","B"
63317142,12000,12000,"36 months",15.61,"2 years","RENT",45000,"Not Verified","Current","debt_consolidation","D"
9167870,11625,11625,"36 months",9.99,"9 years","MORTGAGE",35000,"Verified","Current","debt_consolidation","B"
70408180,5500,5500,"36 months",10.99,"9 years","MORTGAGE",53000,"Verified","Current","major_purchase","B"
63495178,15500,15500,"60 months",18.55,"n/a","OWN",31000,"Not Verified","Fully Paid","debt_consolidation","E"
52004250,20000,20000,"60 months",10.99,"< 1 year","OWN",75000,"Source Verified","Current","debt_consolidation","B"
47661252,3000,3000,"36 months",9.99,"5 years","RENT",102000,"Not Verified","Current","other","B"
22321210,15000,15000,"36 months",8.39,"3 years","RENT",67500,"Source Verified","Current","debt_consolidation","A"
41279135,28000,28000,"60 months",12.99,"1 year","RENT",175000,"Source Verified","Current","debt_consolidation","C"
1023830,1400,1400,"36 months",13.49,"9 years","MORTGAGE",21600,"Not Verified","Fully Paid","moving","C"
71256044,12000,12000,"36 months",8.38,"< 1 year","RENT",75000,"Not Verified","Current","debt_consolidation","B"
64955216,8050,8050,"36 months",16.55,"1 year","RENT",27840,"Verified","Current","other","D"
48270097,24000,24000,"36 months",15.61,"2 years","MORTGAGE",152000,"Source Verified","Current","debt_consolidation","D"
63673167,10000,10000,"36 months",11.53,"10+ years","RENT",39000,"Verified","In Grace Period","credit_card","B"
13700714,10000,10000,"60 months",13.53,"8 years","OWN",42000,"Verified","Current","debt_consolidation","B"
69575786,10000,10000,"36 months",16.55,"8 years","MORTGAGE",75000,"Source Verified","Current","home_improvement","D"
21428703,28000,28000,"60 months",18.24,"10+ years","MORTGAGE",68000,"Source Verified","Current","debt_consolidation","D"
43826940,10000,10000,"60 months",18.84,"7 years","RENT",53000,"Verified","Current","debt_consolidation","E"
61576365,9600,9600,"36 months",8.18,"8 years","MORTGAGE",95000,"Verified","Current","credit_card","B"
38951578,10000,10000,"36 months",12.99,"4 years","MORTGAGE",76000,"Verified","Current","debt_consolidation","C"
38690075,2400,2400,"36 months",15.99,"4 years","RENT",12000,"Not Verified","Current","debt_consolidation","D"
46252768,15150,15150,"36 months",10.99,"8 years","MORTGAGE",38000,"Not Verified","Current","credit_card","B"
20027351,6000,6000,"36 months",13.35,"3 years","RENT",27000,"Verified","Current","debt_consolidation","C"
1546640,7000,7000,"36 months",7.9,"5 years","MORTGAGE",100500,"Not Verified","Fully Paid","credit_card","A"
70264386,23700,23700,"60 months",16.99,"10+ years","MORTGAGE",240000,"Verified","Current","debt_consolidation","D"
14500491,17875,17875,"60 months",24.99,"5 years","RENT",52000,"Source Verified","Fully Paid","debt_consolidation","F"
17722740,10000,10000,"36 months",6.03,"1 year","MORTGAGE",62000,"Not Verified","Current","credit_card","A"
64536423,12000,12000,"60 months",13.33,"2 years","RENT",40000,"Verified","Current","debt_consolidation","C"
37797665,2800,2800,"36 months",25.8,"< 1 year","RENT",13000,"Not Verified","Current","other","G"
1719071,10000,10000,"36 months",7.62,"10+ years","MORTGAGE",77000,"Not Verified","Fully Paid","major_purchase","A"
15050724,7500,7500,"36 months",13.65,"< 1 year","RENT",36000,"Source Verified","Fully Paid","credit_card","C"
53701920,16800,16800,"60 months",17.86,"7 years","RENT",42000,"Source Verified","Current","debt_consolidation","D"
11669460,28000,28000,"60 months",16.24,"4 years","MORTGAGE",130000,"Source Verified","Current","credit_card","C"
70225861,14000,14000,"36 months",10.99,"2 years","RENT",65000,"Source Verified","Current","credit_card","B"
24655068,5000,5000,"36 months",12.99,"1 year","RENT",28000,"Source Verified","Charged Off","debt_consolidation","C"
8103395,9950,9950,"36 months",17.56,"3 years","RENT",60000,"Not Verified","Current","credit_card","D"
16200131,31500,31500,"36 months",21.18,"10+ years","MORTGAGE",126000,"Verified","Fully Paid","small_business","E"
22861475,13000,13000,"60 months",23.43,"1 year","RENT",50000,"Source Verified","Current","other","F"
30875874,14400,14400,"36 months",6.03,"3 years","MORTGAGE",130000,"Not Verified","Current","credit_card","A"
49586250,15500,15500,"60 months",10.99,"4 years","RENT",31000,"Not Verified","Current","debt_consolidation","B"
69871048,7200,7200,"36 months",11.49,"10+ years","OWN",34000,"Source Verified","Current","debt_consolidation","B"
14491074,17000,17000,"36 months",11.99,"2 years","RENT",83000,"Source Verified","Fully Paid","credit_card","B"
41438848,18000,18000,"36 months",11.44,"10+ years","MORTGAGE",140000,"Not Verified","Fully Paid","debt_consolidation","B"
531750,13000,13000,"36 months",8.94,"1 year","MORTGAGE",130000,"Verified","Fully Paid","moving","A"
61475287,20000,20000,"36 months",9.17,"n/a","OWN",75000,"Not Verified","Current","debt_consolidation","B"
68760434,1500,1500,"36 months",8.18,"7 years","MORTGAGE",67000,"Source Verified","Current","vacation","B"
71201500,21575,21575,"36 months",21.99,"< 1 year","RENT",53994.2,"Verified","Current","credit_card","F"
26238201,15000,15000,"36 months",10.15,"5 years","RENT",92800,"Not Verified","Current","debt_consolidation","B"
5298226,14825,14825,"60 months",21,"10+ years","RENT",36000,"Verified","Late (31-120 days)","debt_consolidation","E"
49953204,10000,10000,"36 months",16.99,"1 year","RENT",40000,"Not Verified","Current","debt_consolidation","D"
12490026,10000,10000,"36 months",10.99,"n/a","MORTGAGE",81300,"Verified","Current","home_improvement","B"
48422359,20000,20000,"60 months",9.99,"6 years","MORTGAGE",90000,"Source Verified","Current","credit_card","B"
58880725,35000,35000,"60 months",18.25,"10+ years","MORTGAGE",1e+05,"Verified","Current","debt_consolidation","E"
8430077,35000,35000,"60 months",20.31,"10+ years","OWN",85000,"Verified","Fully Paid","credit_card","D"
49933235,12000,12000,"36 months",13.33,"10+ years","MORTGAGE",38000,"Source Verified","Current","debt_consolidation","C"
65478550,24000,24000,"60 months",9.17,"< 1 year","MORTGAGE",105000,"Not Verified","Current","debt_consolidation","B"
42044128,2000,2000,"36 months",15.59,"< 1 year","RENT",27000,"Verified","Current","credit_card","D"
67747587,3000,3000,"36 months",15.61,"10+ years","MORTGAGE",70000,"Source Verified","Current","home_improvement","D"
628509,15000,15000,"36 months",12.73,"10+ years","MORTGAGE",68000,"Not Verified","Fully Paid","credit_card","C"
42584775,20325,20325,"60 months",17.86,"4 years","RENT",51000,"Verified","Current","debt_consolidation","D"
7228305,5000,5000,"36 months",10.16,"5 years","MORTGAGE",44000,"Not Verified","Current","credit_card","B"
9040592,21500,21500,"36 months",9.25,"8 years","RENT",154000,"Verified","Fully Paid","debt_consolidation","A"
150029,850,850,"36 months",14.07,"< 1 year","RENT",28000,"Not Verified","Does not meet the credit policy. Status:Fully Paid","medical","E"
31276848,12000,12000,"36 months",11.67,"< 1 year","MORTGAGE",135000,"Source Verified","Current","other","B"
37085615,12000,12000,"60 months",16.49,"10+ years","MORTGAGE",65500,"Not Verified","Current","other","D"
68401054,24650,24650,"36 months",7.26,"7 years","MORTGAGE",72000,"Not Verified","Current","debt_consolidation","A"
61445358,20000,20000,"60 months",13.33,"5 years","RENT",56000,"Source Verified","Current","credit_card","C"
60154756,11900,11900,"60 months",20.99,"10+ years","RENT",35000,"Verified","Current","debt_consolidation","E"
39003184,9600,9600,"36 months",12.99,"2 years","MORTGAGE",60000,"Verified","Current","debt_consolidation","C"
51713462,15000,15000,"60 months",11.53,"< 1 year","MORTGAGE",45000,"Not Verified","Current","credit_card","B"
71309303,24000,24000,"36 months",11.22,"6 years","RENT",190000,"Verified","Current","credit_card","B"
5497514,9750,9750,"36 months",14.09,"2 years","RENT",54000,"Not Verified","Current","debt_consolidation","B"
8715444,23000,23000,"36 months",13.67,"10+ years","MORTGAGE",54000,"Verified","Fully Paid","debt_consolidation","B"
1561172,10000,10000,"36 months",13.67,"10+ years","MORTGAGE",70000,"Not Verified","Fully Paid","debt_consolidation","B"
1997282,8000,8000,"36 months",14.33,"10+ years","OWN",65000,"Not Verified","Fully Paid","credit_card","C"
14530242,9600,9600,"36 months",15.61,"< 1 year","RENT",32000,"Not Verified","Current","debt_consolidation","C"
15128987,15000,15000,"36 months",11.99,"10+ years","MORTGAGE",70000,"Not Verified","Current","home_improvement","B"
14157126,25275,25275,"36 months",13.65,"n/a","OWN",54972.6,"Verified","Current","home_improvement","C"
21780188,25000,25000,"36 months",9.17,"3 years","OWN",70200,"Source Verified","Current","credit_card","B"
64985701,21000,21000,"36 months",12.29,"9 years","MORTGAGE",130000,"Source Verified","Current","debt_consolidation","C"
69900229,24000,24000,"60 months",19.99,"8 years","MORTGAGE",192000,"Verified","Current","debt_consolidation","E"
8723006,22750,22750,"36 months",13.68,"1 year","RENT",52000,"Source Verified","Current","credit_card","C"
57698115,25000,25000,"60 months",17.86,"5 years","RENT",105000,"Verified","Current","debt_consolidation","D"
70339464,13200,13200,"36 months",10.99,"n/a","MORTGAGE",30000,"Not Verified","Current","credit_card","B"
2840472,28100,28100,"60 months",19.72,"n/a","RENT",63000,"Verified","Charged Off","debt_consolidation","D"
39930008,20000,20000,"60 months",20.99,"10+ years","MORTGAGE",50000,"Verified","Late (31-120 days)","debt_consolidation","E"
65528048,18000,18000,"60 months",9.17,"10+ years","OWN",1e+05,"Verified","Current","debt_consolidation","B"
14440302,4950,4950,"36 months",15.61,"10+ years","MORTGAGE",39000,"Not Verified","Current","debt_consolidation","C"
39970695,18350,18350,"36 months",15.99,"3 years","MORTGAGE",45900,"Source Verified","Current","debt_consolidation","D"
42043693,4000,4000,"36 months",14.99,"n/a","OWN",16895,"Verified","Current","debt_consolidation","C"
58609638,20000,20000,"36 months",5.32,"10+ years","MORTGAGE",97000,"Verified","Current","debt_consolidation","A"
19776748,33575,33575,"60 months",14.99,"10+ years","MORTGAGE",70000,"Source Verified","Current","debt_consolidation","C"
59741757,24350,24350,"60 months",15.61,"n/a","MORTGAGE",70000,"Not Verified","Fully Paid","home_improvement","D"
931651,10800,10800,"60 months",16.4,"5 years","RENT",45000,"Verified","Fully Paid","credit_card","E"
68460350,4575,4575,"36 months",17.86,"1 year","OWN",80000,"Source Verified","Fully Paid","home_improvement","D"
68538561,24000,24000,"60 months",17.86,"10+ years","RENT",66500,"Verified","Current","credit_card","D"
6797087,10000,10000,"36 months",13.11,"10+ years","MORTGAGE",106000,"Not Verified","Current","credit_card","B"
42383435,20000,20000,"36 months",17.14,"7 years","RENT",60000,"Verified","Current","debt_consolidation","D"
4230315,20125,20125,"60 months",17.27,"10+ years","MORTGAGE",45000,"Verified","Current","debt_consolidation","C"
859682,20000,20000,"60 months",17.51,"4 years","MORTGAGE",129996,"Verified","Fully Paid","debt_consolidation","E"
63010525,15000,15000,"36 months",8.18,"8 years","RENT",115000,"Source Verified","Current","debt_consolidation","B"
43404925,10000,10000,"36 months",12.99,"n/a","OWN",60000,"Verified","Current","debt_consolidation","C"
249160,25000,25000,"36 months",10.08,"3 years","MORTGAGE",144000,"Not Verified","Fully Paid","small_business","B"
11950206,15000,15000,"36 months",14.47,"1 year","MORTGAGE",50000,"Verified","Current","debt_consolidation","C"
11928755,12000,12000,"60 months",20.5,"3 years","RENT",40000,"Verified","Fully Paid","small_business","E"
7669213,19000,19000,"60 months",24.5,"10+ years","RENT",50000,"Verified","In Grace Period","credit_card","F"
72157185,18000,18000,"60 months",11.99,"10+ years","MORTGAGE",80000,"Not Verified","Issued","debt_consolidation","C"
40595062,8750,8750,"36 months",21.99,"8 years","MORTGAGE",81200,"Verified","Current","moving","E"
13897048,25700,25700,"60 months",20.49,"6 years","MORTGAGE",97000,"Verified","Fully Paid","credit_card","E"
66513760,17600,17600,"36 months",15.61,"n/a","OWN",40000,"Not Verified","Current","debt_consolidation","D"
26797889,9000,9000,"36 months",10.99,"2 years","RENT",54910,"Source Verified","Current","debt_consolidation","B"
19556025,24000,24000,"36 months",10.99,"10+ years","MORTGAGE",57384.08,"Source Verified","Current","debt_consolidation","B"
54455477,12000,12000,"60 months",17.86,"< 1 year","RENT",48500,"Source Verified","Current","other","D"
1803599,16000,16000,"36 months",18.75,"< 1 year","RENT",78000,"Verified","Fully Paid","wedding","D"
70021740,8500,8500,"36 months",10.99,"10+ years","MORTGAGE",42500,"Not Verified","Current","debt_consolidation","B"
3117665,4200,4200,"36 months",12.12,"1 year","RENT",40000,"Not Verified","Fully Paid","credit_card","B"
1694776,4250,4250,"36 months",17.77,"n/a","RENT",16400,"Verified","Charged Off","house","D"
50065005,7000,7000,"36 months",7.89,"< 1 year","MORTGAGE",48000,"Not Verified","Current","credit_card","A"
17833495,14000,14000,"36 months",10.99,"9 years","RENT",36500,"Source Verified","Current","credit_card","B"
48053703,11000,11000,"36 months",13.33,"2 years","MORTGAGE",48000,"Not Verified","Current","credit_card","C"
51351420,12000,12000,"60 months",22.99,"3 years","MORTGAGE",102000,"Verified","Current","debt_consolidation","F"
13157648,9500,9500,"36 months",12.85,"10+ years","MORTGAGE",55000,"Not Verified","Fully Paid","credit_card","B"
26288563,20500,20500,"60 months",23.43,"8 years","OWN",49000,"Verified","Fully Paid","debt_consolidation","F"
10319246,35000,35000,"60 months",25.89,"5 years","RENT",85000,"Source Verified","Current","house","G"
7828010,10000,10000,"36 months",11.55,"10+ years","RENT",80800,"Not Verified","Current","credit_card","B"
58761404,10000,10000,"36 months",8.18,"6 years","MORTGAGE",55000,"Not Verified","Current","credit_card","B"
31276738,22000,22000,"36 months",7.12,"4 years","MORTGAGE",75000,"Source Verified","Current","debt_consolidation","A"
16713109,10000,10000,"36 months",14.16,"10+ years","RENT",65000,"Verified","Charged Off","debt_consolidation","C"
