AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayDate,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,GeoLocation
Other impacts,2014:03:CSX:000127095,0,0,100,16680,0,0,0,HENDRICKS,3/10/2014 0:00,2:30,2014,2014,"E39C,","CSX,",67,"E3,","E,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Side collision,2014:03:CSX:000127279,0,0,0,34437,2,0,0,HENDRICKS,3/14/2014 0:00,23:30,2014,2014,"H306,","CSX,",7,"H3,","H,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Derailments,2014:03:CSX:000127595,0,0,50,23893,0,0,0,HENDRICKS,3/24/2014 0:00,1:35,2014,2014,"S006,","CSX,",6,"S0,","S,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Side collision,2014:05:CSX:000129794,0,0,200,68172,0,0,0,HENDRICKS,5/15/2014 0:00,1:05,2014,2014,"H702,H599,","CSX,",17,"H7,H5,H7,H5,","H,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Derailments,2014:07:CSX:000131994,0,0,0,48738,0,0,0,HENDRICKS,7/11/2014 0:00,12:14,2014,2014,"M407,","CSX,",56,"M4,","M,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2014:08:CSX:000133184,0,0,150,139559,0,0,0,HENDRICKS,8/7/2014 0:00,19:05,2014,2014,"M411,","CSX,",67,"M4,","M,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2014:09:CSX:000134882,0,0,50,30586,1,0,0,HENDRICKS,9/15/2014 0:00,3:27,2014,2014,"M599,","CSX,",6,"M5,","M,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2014:11:CSX:000137502,0,0,50,55717,3,0,0,HENDRICKS,11/13/2014 0:00,6:30,2014,2015,"M599,","CSX,",76,"M5,","M,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2015:02:CSX:000141429,0,0,100,14099,2,0,0,HENDRICKS,2/12/2015 0:00,5:30,2015,2015,"E09C,","CSX,",5,"E0,","E,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Derailments,2015:02:CSX:000141973,0,0,1000,19625,0,0,0,HENDRICKS,2/23/2015 0:00,22:53,2015,2015,"T111,","CSX,",6,"T1,","T,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2015:02:CSX:000142138,0,0,0,13874,0,0,0,HENDRICKS,2/26/2015 0:00,23:46,2015,2015,"E09C,","CSX,",5,"E0,","E,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Derailments,2015:03:CSX:000143013,0,0,100,57218,2,2,0,HENDRICKS,3/14/2015 0:00,7:15,2015,2015,"M407,","CSX,",65,"M4,","M,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Derailments,2015:06:CSX:000147274,0,0,500,27557,0,0,0,HENDRICKS,6/4/2015 0:00,22:20,2015,2015,"H701,H702,","CSX,",8,"H7,","H,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Derailments,2015:07:CSX:000149405,0,0,50,13382,2,0,0,HENDRICKS,7/18/2015 0:00,1:40,2015,2015,"S016,","CSX,",65,"S0,","S,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2015:09:CSX:000152197,0,0,0,25642,0,0,0,HENDRICKS,9/17/2015 0:00,13:58,2015,2015,"S016,","CSX,",65,"S0,","S,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2015:10:CSX:000153169,0,0,0,26119,0,0,0,HENDRICKS,10/12/2015 0:00,18:45,2015,2016,"E24C,","CSX,",6,"E2,","E,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Derailments,2015:10:CSX:000153755,0,0,1300,61345,0,0,0,HENDRICKS,10/30/2015 0:00,12:30,2015,2016,"T207,","CSX,",7,"T2,","T,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Other impacts,2016:03:CSX:000157775,0,0,0,37637,0,0,0,HENDRICKS,3/4/2016 0:00,17:10,2016,2016,"M407,","CSX,",6,"M4,","M,",YARD,Indiana,39.759222,-86.353899,"Indiana
(39.759222, -86.353899)"
Highway-rail impact,2012:10:NICD:N1200017,1,0,0,35000,0,0,0,ST JOSEPH,10/7/2012 0:00,20:09,2012,2013,"M302,M399,","NICD,",3,"M3,","M,",MAIN,Indiana,41.688424,-86.351251,"Indiana
(41.688424, -86.351251)"
Other impacts,2015:01:CSX:000139827,0,0,0,11054,0,0,0,HENDRICKS,1/10/2015 0:00,12:11,2015,2015,"M407,","CSX,",5,"M4,","M,",YARD,Indiana,39.759342,-86.347116,"Indiana
(39.759342, -86.347116)"
Side collision,2015:01:CSX:000140119,0,0,0,26197,0,0,0,HENDRICKS,1/16/2015 0:00,7:57,2015,2015,"M407,","CSX,",57,"M4,","M,",YARD,Indiana,39.759342,-86.347116,"Indiana
(39.759342, -86.347116)"
Derailments,2015:03:CSX:000142524,0,0,100,14712,0,0,0,HENDRICKS,3/5/2015 0:00,21:53,2015,2015,"M407,","CSX,",6,"M4,","M,",YARD,Indiana,39.759342,-86.347116,"Indiana
(39.759342, -86.347116)"
Other impacts,2015:03:CSX:000143022,0,0,0,16233,0,0,0,HENDRICKS,3/14/2015 0:00,5:15,2015,2015,"M407,","CSX,",6,"M4,","M,",YARD,Indiana,39.759342,-86.347116,"Indiana
(39.759342, -86.347116)"
Other impacts,2015:06:CSX:000148975,0,0,0,20746,0,0,0,HENDRICKS,6/26/2015 0:00,12:15,2015,2015,"S016,","CSX,",5,"S0,","S,",YARD,Indiana,39.759342,-86.347116,"Indiana
(39.759342, -86.347116)"
Other impacts,2015:07:CSX:000148735,0,0,100,34658,0,0,0,HENDRICKS,7/2/2015 0:00,12:15,2015,2015,"H316,","CSX,",5,"H3,","H,",YARD,Indiana,39.759342,-86.347116,"Indiana
(39.759342, -86.347116)"
Other impacts,2015:07:CSX:000149707,0,0,0,24333,0,0,0,HENDRICKS,7/25/2015 0:00,1:05,2015,2015,"M407,","CSX,",6,"M4,","M,",YARD,Indiana,39.759342,-86.347116,"Indiana
(39.759342, -86.347116)"
Broken train collision,2015:12:CSX:000155330,0,0,0,33339,0,0,0,HENDRICKS,12/19/2015 0:00,2:15,2015,2016,"E31C,","CSX,",7,"E3,","E,",YARD,Indiana,39.759366,-86.346097,"Indiana
(39.759366, -86.346097)"
Other impacts,2016:03:CSX:000158614,0,0,0,14128,0,0,0,HENDRICKS,3/30/2016 0:00,17:25,2016,2016,"M599,","CSX,",5,"M5,","M,",YARD,Indiana,39.759366,-86.346097,"Indiana
(39.759366, -86.346097)"
Derailments,2014:09:ATN:ATN140867,0,0,10000,57000,5,0,0,ST CLAIR,9/7/2014 0:00,23:30,2014,2014,"T110,","ATN,",1,"T1,","T,",MAIN,Alabama,33.686595,-86.345348,"Alabama
(33.686595, -86.345348)"
Derailments,2013:09:CSX:000120909,0,0,30500,13160,0,0,0,ELMORE,9/20/2013 0:00,5:30,2013,2013,"H702,","CSX,",1,"H7,","H,",INDUSTRY,Alabama,32.571044,-86.335765,"Alabama
(32.571044, -86.335765)"
Derailments,2014:03:CSX:000127725,0,0,75000,70000,0,0,0,MONTGOMERY,3/25/2014 0:00,5:30,2014,2014,"H019,","CSX,",1,"H0,","H,",SIDING,Alabama,32.372356,-86.331542,"Alabama
(32.372356, -86.331542)"
Other impacts,2013:12:CSX:000123817,0,0,0,25152,0,0,0,HENDRICKS,12/13/2013 0:00,12:35,2013,2014,"E04C,","CSX,",65,"E0,","E,",YARD,Indiana,39.759775,-86.328514,"Indiana
(39.759775, -86.328514)"
Derailments,2014:09:CSX:000135135,0,0,2000,48034,21,3,0,HENDRICKS,9/19/2014 0:00,19:35,2014,2014,"E67C,","CSX,",7,"E6,","E,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Derailments,2014:12:CSX:000138286,0,0,2000,40494,1,1,0,HENDRICKS,12/2/2014 0:00,22:18,2014,2015,"H316,","CSX,",6,"H3,","H,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Other impacts,2015:02:CSX:000141895,0,0,100,71740,4,0,0,HENDRICKS,2/22/2015 0:00,10:30,2015,2015,"T305,","CSX,",75,"T3,","T,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Other impacts,2015:03:CSX:000143132,0,0,150,22314,0,0,0,HENDRICKS,3/16/2015 0:00,24:20:00,2015,2015,"T305,","CSX,",76,"T3,","T,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Other impacts,2015:04:CSX:000145221,0,0,2000,147082,18,1,0,HENDRICKS,4/22/2015 0:00,3:10,2015,2015,"H307,","CSX,",71,"H3,","H,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Derailments,2015:07:CSX:000149053,0,0,12189,11933,0,0,0,HENDRICKS,7/10/2015 0:00,15:45,2015,2015,"S006,","CSX,",7,"S0,","S,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Other impacts,2015:07:CSX:000149182,0,0,0,128906,1,1,1,HENDRICKS,7/14/2015 0:00,6:05,2015,2015,"S016,","CSX,",75,"S0,","S,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Other impacts,2015:08:CSX:000150701,0,0,200,281334,0,0,0,HENDRICKS,8/15/2015 0:00,4:30,2015,2015,"S016,","CSX,",75,"S0,","S,",YARD,Indiana,39.759779,-86.328326,"Indiana
(39.759779, -86.328326)"
Other impacts,2014:05:CSX:000129520,0,0,50,28063,0,0,0,HENDRICKS,5/7/2014 0:00,4:35,2014,2014,"H318,","CSX,",86,"H3,","H,",YARD,Indiana,39.75995,-86.328275,"Indiana
(39.75995, -86.328275)"
Derailments,2015:11:CSX:000154760,0,0,53950,44458,11,1,0,HENDRICKS,11/29/2015 0:00,18:11,2015,2016,"T208,","CSX,",7,"T2,","T,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Derailments,2015:12:CSX:000154916,0,0,450,18040,0,0,0,HENDRICKS,12/4/2015 0:00,13:20,2015,2016,"T311,","CSX,",8,"T3,","T,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Derailments,2015:12:CSX:000155211,0,0,17500,65451,0,0,0,HENDRICKS,12/16/2015 0:00,1:40,2015,2016,"M599,","CSX,",7,"M5,","M,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Other impacts,2016:01:CSX:000156546,0,0,0,14951,0,0,0,HENDRICKS,1/16/2016 0:00,11:54,2016,2016,"M407,","CSX,",6,"M4,","M,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Derailments,2016:02:CSX:000156963,0,0,5190,240530,23,4,0,HENDRICKS,2/9/2016 0:00,22:55,2016,2016,"T202,","CSX,",7,"T2,","T,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Other impacts,2016:03:CSX:000157861,0,0,0,20767,0,0,0,HENDRICKS,3/8/2016 0:00,6:18,2016,2016,"H306,","CSX,",76,"H3,","H,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Derailments,2016:05:CSX:000159593,0,0,7390,8600,0,0,0,HENDRICKS,5/6/2016 0:00,21:45,2016,2016,"H305,","CSX,",8,"H3,","H,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Derailments,2016:05:CSX:000159652,0,0,3250,67848,0,0,0,HENDRICKS,5/10/2016 0:00,12:30,2016,2016,"T311,","CSX,",7,"T3,","T,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Derailments,2016:06:CSX:000160283,0,0,535,11488,4,0,0,HENDRICKS,6/4/2016 0:00,9:10,2016,2016,"E86C,","CSX,",7,"E8,","E,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Other impacts,2016:06:CSX:000160916,0,0,0,15048,0,0,0,HENDRICKS,6/28/2016 0:00,16:30,2016,2016,"H607,","CSX,",7,"H6,","H,",YARD,Indiana,39.759792,-86.327527,"Indiana
(39.759792, -86.327527)"
Derailments,2016:08:CSX:000162258,0,0,2385,25173,19,0,0,MONTGOMERY,8/20/2016 0:00,23:28,2016,2016,"T299,","CSX,",1,"T2,","T,",YARD,Alabama,32.375967,-86.326471,"Alabama
(32.375967, -86.326471)"
Other impacts,2015:10:CSX:000153625,0,0,4440,146075,37,2,1,MONTGOMERY,10/23/2015 0:00,18:58,2015,2016,"H519,","CSX,",16,"H5,","H,",YARD,Alabama,32.37595,-86.326296,"Alabama
(32.37595, -86.326296)"
Derailments,2013:07:MQT:MQT399613D,0,0,100,14237,0,0,0,MANISTEE,7/6/2013 0:00,21:35,2013,2013,"T113,","MQT,",1,"T1,","T,",YARD,Michigan,44.244447,-86.324253,"Michigan
(44.244447, -86.324253)"
Derailments,2013:01:ATN:ATNCS13002,0,0,20000,15000,0,0,0,ST CLAIR,1/6/2013 0:00,22:30,2013,2013,"T106,T223,","ATN,",1,"T1,T2,","T,",MAIN,Alabama,33.677193,-86.323606,"Alabama
(33.677193, -86.323606)"
Derailments,2012:12:EWR:12062012,0,0,15951,6000,0,0,0,MARSHALL,12/6/2012 0:00,10:20,2012,2013,"T110,T105,","EWR,",1,"T1,","T,",SIDING,Indiana,41.35177,-86.31826,"Indiana
(41.35177, -86.31826)"
Derailments,2012:05:CSX:000103946,0,0,5000,20236,0,0,0,MONTGOMERY,5/19/2012 0:00,24:55:00,2012,2012,"H702,","CSX,",7,"H7,","H,",YARD,Alabama,32.399045,-86.317921,"Alabama
(32.399045, -86.317921)"
Other impacts,2014:09:CSX:000135053,0,0,3500,158016,0,0,0,MONTGOMERY,9/18/2014 0:00,1:45,2014,2014,"H702,","CSX,",76,"H7,","H,",YARD,Alabama,32.399135,-86.317858,"Alabama
(32.399135, -86.317858)"
Derailments,2016:06:CSX:000160834,0,1,0,12295,0,0,0,MONTGOMERY,6/24/2016 0:00,12:44,2016,2016,"H018,","CSX,",67,"H0,","H,",MAIN,Alabama,32.399135,-86.317858,"Alabama
(32.399135, -86.317858)"
Derailments,2013:10:INRD:644171,0,0,225000,560000,0,0,0,MONROE,10/23/2013 0:00,1:50,2013,2014,"E53C,","INRD,",1,"E5,","E,",MAIN,Indiana,39.266245,-86.317497,"Indiana
(39.266245, -86.317497)"
Derailments,2011:12:EARY:DI110651,0,0,10500,9150,0,0,0,TALLADEGA,12/16/2011 0:00,22:15,2011,2012,"H799,","EARY,",1,"H7,","H,",YARD,Alabama,33.167637,-86.308006,"Alabama
(33.167637, -86.308006)"
Derailments,2013:01:CSX:000112244,0,0,28000,85557,19,15,0,MARION,1/23/2013 0:00,5:45,2013,2013,"E66L,","CSX,",1,"E6,","E,",MAIN,Indiana,39.760303,-86.305043,"Indiana
(39.760303, -86.305043)"
Derailments,2015:02:CSX:000141539,0,0,5000,49128,0,0,0,MONTGOMERY,2/13/2015 0:00,16:55,2015,2015,"T314,","CSX,",4,"T3,","T,",YARD,Alabama,32.408887,-86.302104,"Alabama
(32.408887, -86.302104)"
Derailments,2011:06:INRD:644121,0,0,12320,5000,6,0,0,BROWN,6/28/2011 0:00,16:12,2011,2011,"M507,","INRD,",1,"M5,","M,",MAIN,Indiana,39.004314,-86.300002,"Indiana
(39.004314, -86.300002)"
Derailments,2011:10:MQT:D20112,0,0,5000,25000,0,0,0,MANISTEE,10/5/2011 0:00,15:30,2011,2012,"H603,","MQT,",1,"H6,","H,",MAIN,Michigan,44.24126,-86.29932,"Michigan
(44.24126, -86.29932)"
Highway-rail impact,2016:08:PAL:2016AUG1X,0,0,21209,40000,0,0,0,GRAYSON,8/2/2016 0:00,8:34,2016,2016,"M302,","PAL,",8,"M3,","M,",MAIN,Kentucky,37.485938,-86.274926,"Kentucky
(37.485938, -86.274926)"
Highway-rail impact,2013:08:NERR:8132013,0,2,0,20000,0,0,0,WILSON,8/13/2013 0:00,24:51:00,2013,2013,"M302,M304,","NERR,",1,"M3,","M,",MAIN,Tennessee,36.19045,-86.2731,"Tennessee
(36.19045, -86.2731)"
Highway-rail impact,2012:08:NERR:8142012,0,0,0,17000,0,0,0,WILSON,8/14/2012 0:00,24:37:00,2012,2012,"M302,","NERR,",1,"M3,","M,",MAIN,Tennessee,36.190061,-86.27262,"Tennessee
(36.190061, -86.27262)"
Derailments,2016:06:NS:120778,0,0,210000,17080,0,0,0,ST JOSEPH,6/7/2016 0:00,23:30,2016,2016,"E51L,","NS,",1,"E5,","E,",MAIN,Indiana,41.669541,-86.260562,"Indiana
(41.669541, -86.260562)"
Highway-rail impact,2015:09:ISRR:ISR805515G,0,0,55000,5000,0,0,0,MARION,9/16/2015 0:00,9:00,2015,2015,"M302,M304,","ISRR,",1,"M3,","M,",MAIN,Indiana,39.70613,-86.25634,"Indiana
(39.70613, -86.25634)"
Derailments,2012:10:ATK:125842,0,15,150000,250905,0,0,0,BERRIEN,10/21/2012 0:00,10:14,2012,2013,"H994,","ATK,",2,"H9,","H,",YARD,Michigan,41.829769,-86.254177,"Michigan
(41.829769, -86.254177)"
Derailments,2014:03:DPOZ:INDUSTRY,0,0,2500,11548,0,0,0,MARION,3/24/2014 0:00,18:00,2014,2014,"T001,","CSX,",7,"T0,","T,",INDUSTRY,Indiana,39.877451,-86.234014,"Indiana
(39.877451, -86.234014)"
Derailments,2012:11:CSX:000110390,0,0,20000,0,0,0,0,MARION,11/16/2012 0:00,21:00,2012,2013,"H503,T110,","CSX,ISRR,",1,"H5,T1,","H,T,",INDUSTRY,Indiana,39.747353,-86.22072,"Indiana
(39.747353, -86.22072)"
Derailments,2015:07:CSX:000149420,0,0,1250,9818,0,0,0,MARION,7/19/2015 0:00,8:15,2015,2015,"H702,","CSX,",1,"H7,","H,",YARD,Indiana,39.756183,-86.214116,"Indiana
(39.756183, -86.214116)"
Derailments,2011:12:EARY:ID110595,0,0,6000,8000,0,0,0,TALLADEGA,12/1/2011 0:00,1:10,2011,2012,"T110,","EARY,",1,"T1,","T,",MAIN,Alabama,33.205353,-86.209008,"Alabama
(33.205353, -86.209008)"
Derailments,2013:09:GTW:792585,0,0,148343,9677,8,0,0,ST JOSEPH,9/23/2013 0:00,22:00,2013,2013,"E59C,","GTW,",1,"E5,","E,",MAIN,Indiana,41.671494,-86.203354,"Indiana
(41.671494, -86.203354)"
Highway-rail impact,2016:08:NS:121759,0,0,12000,230,0,0,0,ST JOSEPH,8/19/2016 0:00,15:17,2016,2016,"M303,","NS,",1,"M3,","M,",MAIN,Indiana,41.65755,-86.196523,"Indiana
(41.65755, -86.196523)"
Derailments,2012:01:CSX:000099376,0,0,40000,255489,0,0,0,MARION,1/6/2012 0:00,14:00,2012,2012,"T110,","CSX,",7,"T1,","T,",MAIN,Indiana,39.763441,-86.178177,"Indiana
(39.763441, -86.178177)"
Derailments,2011:07:CSX:000091850,0,0,750,10400,0,0,0,MARION,7/19/2011 0:00,2:45,2011,2011,"E35C,","CSX,",7,"E3,","E,",MAIN,Indiana,39.744734,-86.177849,"Indiana
(39.744734, -86.177849)"
Derailments,2015:11:INRD:644211,0,0,18000,4000,0,0,0,MARION,11/19/2015 0:00,7:40,2015,2016,"H303,","INRD,",7,"H3,","H,",INDUSTRY,Indiana,39.71491,-86.17732,"Indiana
(39.71491, -86.17732)"
Highway-rail impact,2011:09:GTW:721694,0,2,13790,50,40,0,0,ST JOSEPH,9/18/2011 0:00,3:32,2011,2011,"M308,M301,","GTW,",1,"M3,","M,",MAIN,Indiana,41.68041,-86.16751,"Indiana
(41.68041, -86.16751)"
Derailments,2014:03:ATN:ATN140670,0,0,10000,120000,0,0,0,ST CLAIR,3/18/2014 0:00,21:25,2014,2014,"T110,T112,","ATN,",1,"T1,","T,",SIDING,Alabama,33.736884,-86.161785,"Alabama
(33.736884, -86.161785)"
Highway-rail impact,2011:11:CSX:000098049,0,1,15000,500,0,0,0,MONTGOMERY,11/28/2011 0:00,24:22:00,2011,2012,"M302,","CSX,",8,"M3,","M,",MAIN,Alabama,32.409241,-86.160289,"Alabama
(32.409241, -86.160289)"
Derailments,2014:07:ATN:ATN140819,0,0,10000,50000,0,0,0,ETOWAH,7/6/2014 0:00,16:30,2014,2014,"T109,T110,","ATN,",1,"T1,","T,",INDUSTRY,Alabama,34.044554,-86.15959,"Alabama
(34.044554, -86.15959)"
Derailments,2015:01:CSX:000139783,0,0,1600,16007,1,1,0,MARION,1/9/2015 0:00,3:45,2015,2015,"E39C,","CSX,",7,"E3,","E,",YARD,Indiana,39.762777,-86.15558,"Indiana
(39.762777, -86.15558)"
Derailments,2016:02:CSX:000157271,0,0,3500,154000,18,0,0,MARION,2/19/2016 0:00,16:09,2016,2016,"H799,","CSX,",1,"H7,","H,",MAIN,Indiana,39.765294,-86.145226,"Indiana
(39.765294, -86.145226)"
Derailments,2012:10:INRD:644145,0,0,1500,20000,0,0,0,MARION,10/12/2012 0:00,17:30,2012,2013,"M502,","INRD,",5,"M5,","M,",YARD,Indiana,39.764997,-86.12998,"Indiana
(39.764997, -86.12998)"
Derailments,2014:11:NS:113013,0,0,800,12600,0,0,0,TALLADEGA,11/14/2014 0:00,4:15,2014,2015,"H704,","NS,",1,"H7,","H,",INDUSTRY,Alabama,33.614131,-86.121995,"Alabama
(33.614131, -86.121995)"
Highway-rail impact,2016:03:CSX:000157735,0,0,26819,2071,0,0,0,MARION,3/3/2016 0:00,17:57,2016,2016,"M303,","CSX,",1,"M3,","M,",MAIN,Indiana,39.794097,-86.1166,"Indiana
(39.794097, -86.1166)"
Derailments,2011:02:CSX:000085001,0,0,600,15880,0,0,0,MARION,2/7/2011 0:00,20:20,2011,2011,"H702,","CSX,",7,"H7,","H,",SIDING,Indiana,39.750002,-86.114114,"Indiana
(39.750002, -86.114114)"
Derailments,2012:10:CSX:000108991,0,0,6000,13158,0,0,0,MARION,10/7/2012 0:00,17:10,2012,2013,"H704,","CSX,",7,"H7,","H,",YARD,Indiana,39.755645,-86.109527,"Indiana
(39.755645, -86.109527)"
Derailments,2013:10:CSX:000121698,0,0,500,11129,0,0,0,MARION,10/13/2013 0:00,18:00,2013,2014,"H523,","CSX,",7,"H5,","H,",YARD,Indiana,39.755645,-86.109527,"Indiana
(39.755645, -86.109527)"
Derailments,2014:06:CSX:000131145,0,0,7000,187542,0,0,0,MARION,6/20/2014 0:00,12:30,2014,2014,"H702,","CSX,",7,"H7,","H,",YARD,Indiana,39.755645,-86.109527,"Indiana
(39.755645, -86.109527)"
Highway-rail impact,2014:05:CSX:000129487,0,0,155,10448,0,0,0,MARION,5/6/2014 0:00,10:20,2014,2014,"M302,","CSX,",1,"M3,","M,",MAIN,Indiana,39.797877,-86.109321,"Indiana
(39.797877, -86.109321)"
Derailments,2015:07:EARY:EAR727315,0,0,74370,1459,0,0,0,TALLADEGA,7/7/2015 0:00,4:37,2015,2015,"H503,M599,","CSX,EARY,",1,"H5,M5,","H,M,",MAIN,Alabama,33.436384,-86.108909,"Alabama
(33.436384, -86.108909)"
Derailments,2016:07:CSX:000161563,0,0,500,10332,7,2,0,MARION,7/24/2016 0:00,17:00,2016,2016,"T108,","CSX,",7,"T1,","T,",YARD,Indiana,39.762938,-86.106987,"Indiana
(39.762938, -86.106987)"
Derailments,2014:05:CSX:000130437,0,0,2000,37674,0,0,0,MARION,5/6/2014 0:00,19:00,2014,2014,"T210,","CSX,",7,"T2,","T,",YARD,Indiana,39.761244,-86.10698,"Indiana
(39.761244, -86.10698)"
Derailments,2014:06:EARY:EAR552614,0,0,11500,52478,0,0,0,TALLADEGA,6/5/2014 0:00,17:13,2014,2014,"H503,","CSX,EARY,",1,"H5,","H,",MAIN,Alabama,33.437696,-86.105223,"Alabama
(33.437696, -86.105223)"
Derailments,2013:06:EARY:EAR371413,0,0,55000,155924,0,0,0,TALLADEGA,6/18/2013 0:00,15:15,2013,2013,"T299,M599,","CSX,EARY,",1,"T2,M5,","T,M,",YARD,Alabama,33.438494,-86.100238,"Alabama
(33.438494, -86.100238)"
Other impacts,2013:05:CSX:000116526,0,0,0,24899,0,0,0,OTTAWA,5/23/2013 0:00,8:30,2013,2013,"H018,","CSX,",67,"H0,","H,",YARD,Michigan,42.790209,-86.097122,"Michigan
(42.790209, -86.097122)"
Derailments,2011:10:ATK:121581,0,0,500,13600,0,0,0,MARION,10/25/2011 0:00,10:15,2011,2012,"T314,","ATK,",8,"T3,","T,",YARD,Indiana,39.721988,-86.089985,"Indiana
(39.721988, -86.089985)"
Derailments,2015:01:ATK:135866,0,0,0,13361,0,0,0,MARION,1/8/2015 0:00,3:20,2015,2015,"T311,","ATK,",7,"T3,","T,",YARD,Indiana,39.724699,-86.081936,"Indiana
(39.724699, -86.081936)"
Derailments,2012:10:CSX:000109353,0,0,200,12144,0,0,0,MARION,10/19/2012 0:00,2:54,2012,2013,"M501,M101,","ATK,CSX,",2,"M5,M1,M5,M1,","M,",MAIN,Indiana,39.723637,-86.073543,"Indiana
(39.723637, -86.073543)"
Derailments,2014:05:LIRC:050820141,0,0,2500,17200,1,0,0,JOHNSON,5/8/2014 0:00,13:25,2014,2014,"T110,","LIRC,",1,"T1,","T,",SIDING,Indiana,39.470686,-86.037739,"Indiana
(39.470686, -86.037739)"
Derailments,2015:04:NS:115084,0,0,1100,12621,0,0,0,MIAMI,4/1/2015 0:00,3:20,2015,2015,"H303,","NS,",1,"H3,","H,",YARD,Indiana,40.770632,-86.022997,"Indiana
(40.770632, -86.022997)"
Highway-rail impact,2015:10:CSX:000153287,0,0,6454,33581,0,0,0,ELKHART,10/15/2015 0:00,16:26,2015,2016,"M303,","CSX,",1,"M3,","M,",MAIN,Indiana,41.44071,-85.99872,"Indiana
(41.44071, -85.99872)"
Derailments,2011:12:COEH:ID110601,0,0,18400,600,0,0,0,PIKE,12/1/2011 0:00,17:40,2011,2012,"H306,","COEH,",7,"H3,","H,",INDUSTRY,Alabama,31.784983,-85.981396,"Alabama
(31.784983, -85.981396)"
Derailments,2014:01:LIRC:010320141,0,0,8500,2200,0,0,0,JOHNSON,1/3/2014 0:00,2:00,2014,2014,"H704,H702,","LIRC,",6,"H7,","H,",INDUSTRY,Indiana,39.387,-85.979,"Indiana
(39.387, -85.979)"
Derailments,2013:08:NS:106123,0,0,17000,41048,0,0,0,ELKHART,8/27/2013 0:00,1:15,2013,2013,"H702,","NS,",7,"H7,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2013:10:NS:106751,0,0,38900,110090,0,0,0,ELKHART,10/12/2013 0:00,5:15,2013,2014,"E39C,","NS,",7,"E3,","E,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Other impacts,2013:11:NS:107679,0,0,0,13200,0,0,0,ELKHART,11/9/2013 0:00,19:30,2013,2014,"M411,","NS,",7,"M4,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
